Query,Rank,Method_A,Method_A_letter,Method_B,Method_B_letter,Winner_Method
"O God, cleanse me a sinner, for I have done nothing good before Thee. Deliver me from the evil one, and may Thy will be in me, that I might open my unworthy lips without condemnation and praise Thy holy name, Father, Son, and Holy Spirit, now and ever and unto ages of ages. Amen.
",3,TF-IDF,Y,BERT,X,BERT
Deliverance,1,BERT,Y,SBERT,X,SBERT
"O God, cleanse me a sinner, for I have done nothing good before Thee. Deliver me from the evil one, and may Thy will be in me, that I might open my unworthy lips without condemnation and praise Thy holy name, Father, Son, and Holy Spirit, now and ever and unto ages of ages. Amen.
",3,SBERT,Y,TF-IDF,X,TF-IDF
Deliverance,1,BERT,A,TF-IDF,B,BERT
Deliverance,1,TF-IDF,B,SBERT,A,TF-IDF
Forgivness,3,SBERT,B,BERT,A,BERT
Have Mercy on me,2,BERT,A,TF-IDF + GloVe,B,BERT
discernment,1,TF-IDF + GloVe,Y,BERT,X,BERT
Have Mercy on me,2,TF-IDF + GloVe,Y,SBERT,X,SBERT
discernment,1,SBERT,A,TF-IDF + GloVe,B,SBERT
Have Mercy on me,2,TF-IDF,A,TF-IDF + GloVe,B,TF-IDF
discernment,1,TF-IDF + GloVe,B,TF-IDF,A,TF-IDF
Have Mercy on me,2,BERT,Y,SBERT,X,SBERT
discernment,1,SBERT,X,BERT,Y,SBERT
Have Mercy on me,2,TF-IDF,B,BERT,A,TF-IDF
discernment,1,TF-IDF,Y,BERT,X,BERT
Have Mercy on me,2,TF-IDF,X,SBERT,Y,TF-IDF
discernment,1,TF-IDF,Y,SBERT,X,SBERT
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",4,BERT,A,TF-IDF + GloVe,B,BERT
" My Hope is the Father; my Refuge is the Son; my Protection is the Holy Spirit: O Holy Trinity, glory to Thee!",1,BERT,X,TF-IDF + GloVe,Y,BERT
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",4,SBERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
" My Hope is the Father; my Refuge is the Son; my Protection is the Holy Spirit: O Holy Trinity, glory to Thee!",1,SBERT,X,TF-IDF + GloVe,Y,SBERT
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",4,TF-IDF,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
" My Hope is the Father; my Refuge is the Son; my Protection is the Holy Spirit: O Holy Trinity, glory to Thee!",1,TF-IDF + GloVe,X,TF-IDF,Y,TF-IDF + GloVe
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",4,BERT,B,SBERT,A,SBERT
" My Hope is the Father; my Refuge is the Son; my Protection is the Holy Spirit: O Holy Trinity, glory to Thee!",1,BERT,B,SBERT,A,SBERT
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",4,BERT,A,TF-IDF,B,BERT
" My Hope is the Father; my Refuge is the Son; my Protection is the Holy Spirit: O Holy Trinity, glory to Thee!",1,BERT,B,TF-IDF,A,TF-IDF
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",4,SBERT,B,TF-IDF,A,TF-IDF
" My Hope is the Father; my Refuge is the Son; my Protection is the Holy Spirit: O Holy Trinity, glory to Thee!",1,TF-IDF,Y,SBERT,X,SBERT
law,1,TF-IDF + GloVe,B,BERT,A,TF-IDF + GloVe
Psalms that move from lament and despair to praise and renewed trust in God within the same psalm,3,BERT,A,TF-IDF + GloVe,B,BERT
law,1,SBERT,X,TF-IDF + GloVe,Y,SBERT
Psalms that move from lament and despair to praise and renewed trust in God within the same psalm,3,SBERT,X,TF-IDF + GloVe,Y,SBERT
law,1,TF-IDF + GloVe,X,TF-IDF,Y,TF-IDF + GloVe
Psalms that move from lament and despair to praise and renewed trust in God within the same psalm,3,TF-IDF + GloVe,X,TF-IDF,Y,TF-IDF + GloVe
law,1,BERT,A,SBERT,B,BERT
Psalms that move from lament and despair to praise and renewed trust in God within the same psalm,3,SBERT,A,BERT,B,SBERT
law,1,BERT,A,TF-IDF,B,BERT
Psalms that move from lament and despair to praise and renewed trust in God within the same psalm,3,TF-IDF,A,BERT,B,TF-IDF
law,1,SBERT,A,TF-IDF,B,SBERT
Psalms that move from lament and despair to praise and renewed trust in God within the same psalm,3,SBERT,A,TF-IDF,B,SBERT
my soul trusteh in the Lord,3,TF-IDF + GloVe,B,BERT,A,BERT
The Lord is my shepherd,5,BERT,B,TF-IDF + GloVe,A,BERT
my soul trusteh in the Lord,3,TF-IDF + GloVe,X,SBERT,Y,TF-IDF + GloVe
The Lord is my shepherd,5,SBERT,B,TF-IDF + GloVe,A,SBERT
my soul trusteh in the Lord,3,TF-IDF,B,TF-IDF + GloVe,A,TF-IDF + GloVe
The Lord is my shepherd,5,SBERT,B,BERT,A,SBERT
my soul trusteh in the Lord,3,SBERT,B,BERT,A,BERT
my soul trusteh in the Lord,3,TF-IDF,B,BERT,A,BERT
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",2,TF-IDF + GloVe,X,BERT,Y,TF-IDF + GloVe
my soul trusteh in the Lord,3,TF-IDF,B,SBERT,A,SBERT
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",2,TF-IDF + GloVe,A,SBERT,B,TF-IDF + GloVe
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",2,TF-IDF + GloVe,B,TF-IDF,A,TF-IDF
Have Mercy on me,3,TF-IDF + GloVe,A,BERT,B,TF-IDF + GloVe
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",2,BERT,X,SBERT,Y,BERT
Have Mercy on me,3,SBERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",2,TF-IDF,X,BERT,Y,TF-IDF
Have Mercy on me,3,TF-IDF,X,TF-IDF + GloVe,Y,TF-IDF
" You are wholly and always everywhere, not only by the might of Your incalculable power, but also by the wealth of Your all-encompassing creation. And as for us, as was said by Your Son, all the hairs of our heads are numbered by You, that not one of them may fall without Your will. So trusting in Your providence, with love and confidence we cry:",2,SBERT,X,TF-IDF,Y,SBERT
Have Mercy on me,3,SBERT,B,BERT,A,BERT
Have Mercy on me,3,BERT,X,TF-IDF,Y,BERT
Harken unto my prayer,4,BERT,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
Have Mercy on me,3,SBERT,X,TF-IDF,Y,SBERT
Harken unto my prayer,4,SBERT,A,TF-IDF + GloVe,B,SBERT
Harken unto my prayer,4,TF-IDF,B,TF-IDF + GloVe,A,TF-IDF + GloVe
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",4,TF-IDF + GloVe,Y,BERT,X,BERT
Harken unto my prayer,4,BERT,A,SBERT,B,BERT
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",4,SBERT,A,TF-IDF + GloVe,B,SBERT
Harken unto my prayer,4,TF-IDF,A,BERT,B,TF-IDF
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",4,TF-IDF,A,TF-IDF + GloVe,B,TF-IDF
Harken unto my prayer,4,TF-IDF,Y,SBERT,X,SBERT
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",4,BERT,Y,SBERT,X,SBERT
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",4,BERT,Y,TF-IDF,X,TF-IDF
Preparation for a fruitful form of worship,4,TF-IDF + GloVe,Y,BERT,X,BERT
"Be thou exalted, O bridegroom, like unto Abrahaml and be thou blessed, like unto isaac; and do thou multiply like unto Joseph, walking in peace, and keeping the comandments of God in righteousness",4,SBERT,B,TF-IDF,A,TF-IDF
Preparation for a fruitful form of worship,4,TF-IDF + GloVe,B,SBERT,A,TF-IDF + GloVe
Preparation for a fruitful form of worship,4,TF-IDF + GloVe,Y,TF-IDF,X,TF-IDF
"Identify psalms that celebrate God's sovereignty over creation while connecting natural imageryâ€”such as mountains, seas, storms, and the heavensâ€”to themes of worship, divine power, and human dependence on God.",3,TF-IDF + GloVe,A,BERT,B,TF-IDF + GloVe
Preparation for a fruitful form of worship,4,SBERT,B,BERT,A,SBERT
"Identify psalms that celebrate God's sovereignty over creation while connecting natural imageryâ€”such as mountains, seas, storms, and the heavensâ€”to themes of worship, divine power, and human dependence on God.",3,SBERT,A,TF-IDF + GloVe,B,SBERT
Preparation for a fruitful form of worship,4,BERT,Y,TF-IDF,X,TF-IDF
Preparation for a fruitful form of worship,4,TF-IDF,A,SBERT,B,TF-IDF
"Identify psalms that celebrate God's sovereignty over creation while connecting natural imageryâ€”such as mountains, seas, storms, and the heavensâ€”to themes of worship, divine power, and human dependence on God.",3,TF-IDF + GloVe,X,TF-IDF,Y,TF-IDF + GloVe
"Identify psalms that celebrate God's sovereignty over creation while connecting natural imageryâ€”such as mountains, seas, storms, and the heavensâ€”to themes of worship, divine power, and human dependence on God.",3,SBERT,A,BERT,B,SBERT
thanksgiving,4,BERT,B,TF-IDF + GloVe,A,BERT
"Identify psalms that celebrate God's sovereignty over creation while connecting natural imageryâ€”such as mountains, seas, storms, and the heavensâ€”to themes of worship, divine power, and human dependence on God.",3,TF-IDF,A,BERT,B,TF-IDF
thanksgiving,4,TF-IDF + GloVe,A,SBERT,B,TF-IDF + GloVe
"Identify psalms that celebrate God's sovereignty over creation while connecting natural imageryâ€”such as mountains, seas, storms, and the heavensâ€”to themes of worship, divine power, and human dependence on God.",3,TF-IDF,X,SBERT,Y,TF-IDF
thanksgiving,4,TF-IDF + GloVe,B,TF-IDF,A,TF-IDF + GloVe
thanksgiving,4,SBERT,X,BERT,Y,SBERT
Forgivness,4,BERT,B,SBERT,A,SBERT
thanksgiving,4,TF-IDF,Y,BERT,X,BERT
thanksgiving,4,SBERT,A,TF-IDF,B,SBERT
protection from enemies,2,TF-IDF + GloVe,A,BERT,B,TF-IDF + GloVe
protection from enemies,2,SBERT,X,TF-IDF + GloVe,Y,SBERT
"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",2,TF-IDF + GloVe,Y,BERT,X,BERT
protection from enemies,2,TF-IDF + GloVe,A,TF-IDF,B,TF-IDF + GloVe
"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",2,TF-IDF + GloVe,B,SBERT,A,SBERT
protection from enemies,2,BERT,B,SBERT,A,SBERT
"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",2,TF-IDF,Y,TF-IDF + GloVe,X,TF-IDF + GloVe
protection from enemies,2,TF-IDF,X,BERT,Y,TF-IDF
"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",2,SBERT,X,BERT,Y,SBERT
protection from enemies,2,SBERT,Y,TF-IDF,X,TF-IDF
"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",2,TF-IDF,X,BERT,Y,TF-IDF
law,4,TF-IDF + GloVe,B,BERT,A,TF-IDF + GloVe
"Psalms that reflect on human mortality and the fragility of life in contrast with the eternal nature of God, including meditations on time, death, and divine permanence",2,SBERT,A,TF-IDF,B,SBERT
law,4,SBERT,X,TF-IDF + GloVe,Y,SBERT
Have Mercy on me,5,TF-IDF + GloVe,X,BERT,Y,TF-IDF + GloVe
law,4,TF-IDF + GloVe,X,TF-IDF,Y,TF-IDF + GloVe
law,4,BERT,Y,SBERT,X,SBERT
Have Mercy on me,5,TF-IDF,B,TF-IDF + GloVe,A,TF-IDF
law,4,TF-IDF,A,BERT,B,TF-IDF
Have Mercy on me,5,BERT,A,TF-IDF,B,BERT
law,4,TF-IDF,X,SBERT,Y,TF-IDF
"Identify psalms that celebrate God's sovereignty over creation while connecting natural imageryâ€”such as mountains, seas, storms, and the heavensâ€”to themes of worship, divine power, and human dependence on God.",4,TF-IDF + GloVe,B,BERT,A,BERT
Psalms that contrast human mortality with divine eternity and reflect on the fleeting nature of lifeâ€,2,TF-IDF + GloVe,Y,BERT,X,BERT
"Identify psalms that celebrate God's sovereignty over creation while connecting natural imageryâ€”such as mountains, seas, storms, and the heavensâ€”to themes of worship, divine power, and human dependence on God.",4,TF-IDF + GloVe,X,SBERT,Y,TF-IDF + GloVe
Psalms that contrast human mortality with divine eternity and reflect on the fleeting nature of lifeâ€,2,TF-IDF + GloVe,X,SBERT,Y,TF-IDF + GloVe
"Identify psalms that celebrate God's sovereignty over creation while connecting natural imageryâ€”such as mountains, seas, storms, and the heavensâ€”to themes of worship, divine power, and human dependence on God.",4,TF-IDF,A,TF-IDF + GloVe,B,TF-IDF
